Start : 1275203731, 38916.129491sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 46348275940
Time Awake : 13456434852
Sleep : 77.499373% Awake : 22.500627%
Log available 35801 ~ 38915sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
00687384986700	35801.301391	S	0.236319
00687389524032	35801.537710	W	0.014395
00687389800416	35801.552105	S	0.055680
00687390869480	35801.607785	W	0.021834
00687391288700	35801.629620	S	0.297826
00687397006956	35801.927446	W	0.014091
00687397277504	35801.941537	S	0.305893
00687403150640	35802.247429	W	0.014875
00687403436232	35802.262304	S	0.305121
00687409294556	35802.567425	W	0.014128
00687409565820	35802.581553	S	0.305877
00687415438660	35802.887430	W	0.014042
00687415708272	35802.901473	S	0.001653
00687415740000	35802.903125	W	0.000974
00687415758696	35802.904099	S	0.303338
00687421582792	35803.207437	W	0.014134
00687421854160	35803.221571	S	0.305877
00687427726996	35803.527448	W	0.014854
00687428012200	35803.542302	S	0.305113
00687433870368	35803.847415	W	0.014134
00687434141744	35803.861549	S	0.305876
00687440014560	35804.167425	W	0.014097
00687440285220	35804.181522	S	0.301890
00687446081508	35804.483412	W	0.018764
00687446441776	35804.502176	S	0.139148
00687449113424	35804.641324	W	0.022470
00687449544848	35804.663794	S	0.143645
00687452302836	35804.807439	W	0.014864
00687452588220	35804.822303	S	0.305095
00687458446040	35805.127398	W	0.013904
00687458712996	35805.141302	S	0.306088
00687464589884	35805.447390	W	0.014147
00687464861512	35805.461537	S	0.305858
00687470733988	35805.767395	W	0.014118
00687471005060	35805.781514	S	0.305896
00687476878260	35806.087409	W	0.014885
00687477164044	35806.102294	S	0.305105
00687483022056	35806.407399	W	0.014140
00687483293540	35806.421539	S	0.305866
00687489166160	35806.727404	W	0.014158
00687489437988	35806.741562	S	0.305847
00687495310260	35807.047409	W	0.013961
00687495578312	35807.061370	S	0.306034
00687501454168	35807.367405	W	0.014847
00687501739236	35807.382252	S	0.284519
00687507202000	35807.666771	W	0.034670
00687507867668	35807.701441	S	0.305963
00687513742152	35808.007404	W	0.014007
00687514011084	35808.021411	S	0.305979
00687519885872	35808.327389	W	0.014128
00687520157124	35808.341517	S	0.305867
00687526029776	35808.647384	W	0.014905
00687526315948	35808.662289	S	0.305130
00687532174444	35808.967419	W	0.049047
00687533116148	35809.016466	S	0.256910
00687538048828	35809.273376	W	0.030264
00687538629892	35809.303640	S	0.303758
00687544462048	35809.607398	W	0.014101
00687544732792	35809.621500	S	0.305897
00687550606008	35809.927396	W	0.014106
00687550876848	35809.941502	S	0.305883
00687556749804	35810.247386	W	0.014909
00687557036064	35810.262295	S	0.305069
00687562893384	35810.567364	W	0.014059
00687563163312	35810.581422	S	0.113800
00687565348268	35810.695222	W	0.022643
00687565783020	35810.717866	S	0.169553
00687569038444	35810.887419	W	0.013952
00687569306316	35810.901371	S	0.305970
00687575180932	35811.207340	W	0.014144
00687575452492	35811.221484	S	0.305860
