Start : 2556431676, 78016.103415sec

Sleep Statics
===== Client : 0 - WCN =====
Time Sleep : 733654346968
Time Awake : 40986285684
Sleep : 94.708994% Awake : 5.291006%
Log available 37669 ~ 78015sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - WCN =====
00723252809320	37669.417152	W	0.322476
00723259000860	37669.739628	S	0.495232
00723268509316	37670.234860	W	0.016133
00723268819072	37670.250993	S	2.866417
00723323854284	37673.117411	W	0.053937
00723324889868	37673.171347	S	0.298674
00723330624408	37673.470021	W	0.090306
00723332358292	37673.560328	S	0.460102
00723341192248	37674.020430	W	0.014083
00723341462644	37674.034513	S	0.474793
00723350578668	37674.509306	W	0.122433
00723352929380	37674.631739	S	0.723228
00723366815364	37675.354967	W	0.006836
00723366946620	37675.361803	S	29.211591
00723927809176	37704.573395	W	0.031570
00723928415324	37704.604965	S	1.469147
00723956622940	37706.074111	W	0.006695
00723956751492	37706.080807	S	28.507541
00724504096280	37734.588348	W	0.050312
00724505062276	37734.638660	S	0.875968
00724521880852	37735.514628	W	0.006637
00724522008284	37735.521265	S	29.081991
00725080382516	37764.603256	W	0.031473
00725080986800	37764.634729	S	0.319854
00725087127996	37764.954583	W	0.006909
00725087260652	37764.961492	S	29.656594
00725656667248	37794.618086	W	0.031520
00725657272436	37794.649606	S	1.024873
00725676949988	37795.674479	W	0.006615
00725677076996	37795.681094	S	28.952986
00726232974328	37824.634080	W	0.031738
00726233583700	37824.665818	S	0.448431
00726242193576	37825.114249	W	0.006734
00726242322860	37825.120982	S	29.528231
00726809264896	37854.649213	W	0.031430
00726809868360	37854.680644	S	0.616369
00726821702652	37855.297013	W	0.007098
00726821838928	37855.304111	S	10.002250
00727013882124	37865.306361	W	0.104125
00727015881324	37865.410486	S	0.066152
00727017151440	37865.476638	W	0.130679
00727019660484	37865.607317	S	0.247641
00727024415196	37865.854958	W	0.006611
00727024542132	37865.861569	S	18.804217
00727385583100	37884.665786	W	0.031525
00727386188380	37884.697311	S	0.576715
00727397261316	37885.274027	W	0.006594
00727397387912	37885.280620	S	14.827984
00727682085208	37900.108605	W	0.005624
00727682193188	37900.114229	S	14.565403
00727961848928	37914.679632	W	0.027532
00727962377544	37914.707164	S	0.000859
00727962394040	37914.708023	W	0.006547
00727962519740	37914.714570	S	0.313115
00727968531548	37915.027685	W	0.006514
00727968656624	37915.034199	S	29.658927
00728538108028	37944.693126	W	0.031440
00728538711676	37944.724566	S	0.709299
00728552330216	37945.433865	W	0.006770
00728552460196	37945.440635	S	29.267425
00729114394764	37974.708061	W	0.061582
00729115577148	37974.769643	S	1.383503
00729142140396	37976.153146	W	0.006811
00729142271160	37976.159956	S	11.201585
00729357341596	37987.361541	W	0.005445
00729357446144	37987.366987	S	0.270339
00729362636652	37987.637326	W	4.914388
00729456992904	37992.551714	S	0.001782
00729457027116	37992.553496	W	0.036332
00729457724696	37992.589828	S	0.009287
00729457903008	37992.599115	W	0.146350
00729460712936	37992.745465	S	0.029637
00729461281968	37992.775103	W	0.013521
00729461541580	37992.788624	S	0.026399
00729462048448	37992.815023	W	0.027543
00729462577276	37992.842566	S	0.001471
00729462605520	37992.844037	W	0.041533
00729463402948	37992.885570	S	0.003534
00729463470796	37992.889104	W	0.013575
00729463731444	37992.902679	S	0.295931
00729469413312	37993.198610	W	0.015299
00729469707056	37993.213909	S	0.437570
00729478108396	37993.651479	W	0.014922
00729478394904	37993.666401	S	0.004024
00729478472160	37993.670425	W	0.015094
00729478761968	37993.685519	S	1.222009
00729502224544	37994.907528	W	0.204998
00729506160504	37995.112526	S	0.136357
00729508778560	37995.248883	W	0.015559
00729509077296	37995.264443	S	1.255408
00729533181128	37996.519850	W	0.014533
00729533460164	37996.534384	S	0.012476
00729533699700	37996.546859	W	0.005844
00729533811904	37996.552703	S	2.763247
00729586866252	37999.315951	W	0.004953
00729586961356	37999.320904	S	0.001442
00729586989040	37999.322346	W	0.190848
00729590653328	37999.513194	S	0.013418
00729590910960	37999.526612	W	0.005449
00729591015584	37999.532062	S	11.880715
00729819125312	38011.412777	W	0.004651
00729819214620	38011.417428	S	0.001522
00729819243848	38011.418950	W	0.099577
00729821155732	38011.518528	S	0.102954
00729823132452	38011.621482	W	0.013950
00729823400296	38011.635432	S	0.009517
00729823583016	38011.644949	W	0.005246
00729823683748	38011.650195	S	25.754106
00730318162580	38037.404301	W	0.004885
00730318256364	38037.409186	S	0.001686
00730318288732	38037.410871	W	0.508301
00730328048104	38037.919172	S	0.738864
00730342234284	38038.658036	W	0.014505
00730342512776	38038.672540	S	0.016655
00730342832548	38038.689195	W	0.014444
00730343109872	38038.703639	S	116.217297
00732574481976	38154.920936	W	0.203577
00732578390648	38155.124513	S	0.228372
00732582775388	38155.352885	W	0.006715
00732582904312	38155.359600	S	159.576771
00735646778324	38314.936371	W	0.204166
00735650698308	38315.140537	S	0.211802
00735654764900	38315.352339	W	0.006609
00735654891784	38315.358947	S	479.592799
00744863073520	38794.951746	W	0.203921
00744866988812	38795.155667	S	0.194942
00744870731704	38795.350610	W	0.006579
00744870858012	38795.357188	S	479.609997
00754079369948	39274.967185	W	0.202483
00754083257612	39275.169667	S	0.179248
00754086699164	39275.348915	W	0.006590
00754086825688	39275.355505	S	479.627071
00763295665444	39754.982575	W	0.204103
00763299584224	39755.186678	S	0.160501
00763302665852	39755.347180	W	0.006758
00763302795608	39755.353938	S	339.038741
00769812339428	40094.392679	W	0.004754
00769812430700	40094.397432	S	0.001633
00769812462048	40094.399065	W	3.780814
00769885053684	40098.179879	S	0.017454
00769885388792	40098.197333	W	0.014106
00769885659620	40098.211439	S	1.026063
00769905360036	40099.237502	W	0.015589
00769905659352	40099.253091	S	135.745013
00772511963600	40234.998104	W	0.203766
00772515875900	40235.201870	S	0.143719
00772518635300	40235.345589	W	0.006706
00772518764064	40235.352295	S	479.661374
00781728262444	40715.013669	W	0.204141
00781732181960	40715.217810	S	0.138477
00781734840716	40715.356287	W	0.007111
00781734977248	40715.363398	S	390.107737
00789225045800	41105.471135	W	0.005596
00789225153240	41105.476731	S	0.000787
00789225168348	41105.477518	W	0.241659
00789229808208	41105.719178	S	0.277811
00789235142176	41105.996988	W	0.014124
00789235413352	41106.011112	S	0.703266
00789248916068	41106.714379	W	0.013986
00789249184592	41106.728364	S	0.017434
00789249519328	41106.745798	W	0.005207
00789249619300	41106.751005	S	88.278259
00790944561880	41195.029265	W	0.203797
00790948474784	41195.233062	S	1.388713
00790975138080	41196.621775	W	0.006741
00790975267512	41196.628516	S	478.416254
00800160859580	41675.044770	W	0.202887
00800164755020	41675.247657	S	1.372501
00800191107048	41676.620159	W	0.006675
00800191235204	41676.626834	S	478.433526
00809377158900	42155.060359	W	0.203559
00809381067236	42155.263919	S	1.354649
00809407076492	42156.618567	W	0.006800
00809407207052	42156.625367	S	38.738433
00810150984964	42195.363800	W	0.004726
00810151075712	42195.368527	S	0.001571
00810151105884	42195.370098	W	3.765120
00810223396188	42199.135218	S	0.011171
00810223610664	42199.146389	W	0.014113
00810223881636	42199.160502	S	1.036268
00810243777980	42200.196770	W	0.014272
00810244052000	42200.211042	S	0.004584
00810244140008	42200.215625	W	0.005519
00810244245972	42200.221144	S	434.855094
00818593463784	42635.076239	W	0.203661
00818597374076	42635.279900	S	1.336916
00818623042864	42636.616816	W	0.006794
00818623173312	42636.623610	S	478.468483
00827809768184	43115.092093	W	0.203848
00827813682068	43115.295941	S	1.319338
00827839013356	43116.615279	W	0.006693
00827839141856	43116.621972	S	136.747733
00830464698320	43253.369704	W	0.004795
00830464790388	43253.374499	S	0.001649
00830464822052	43253.376149	W	1.142985
00830486767356	43254.519133	S	0.129521
00830489254152	43254.648654	W	0.014325
00830489529188	43254.662979	S	0.014234
00830489802472	43254.677212	W	0.014285
00830490076740	43254.691497	S	330.504520
00836835763532	43585.196017	W	0.122513
00836838115780	43585.318530	S	0.176208
00836841498972	43585.494738	W	0.015096
00836841788812	43585.509834	S	0.000858
00836841805284	43585.510692	W	0.015035
00836842093948	43585.525726	S	0.080770
00836843644732	43585.606496	W	0.312538
00836849645456	43585.919034	S	0.018195
00836849994796	43585.937229	W	0.015170
00836850286060	43585.952399	S	9.155237
00837026066612	43595.107636	W	0.203292
00837029969816	43595.310928	S	1.302716
00837054981972	43596.613644	W	0.006536
00837055107468	43596.620181	S	79.470193
00838580935172	43676.090374	W	0.004716
00838581025716	43676.095089	S	0.001471
00838581053964	43676.096561	W	0.222125
00838585318760	43676.318685	S	1.051588
00838605509256	43677.370274	W	0.014146
00838605780852	43677.384419	S	0.017048
00838606108180	43677.401468	W	0.005623
00838606216140	43677.407091	S	300.951912
00844384492852	43978.359003	W	0.004660
00844384582332	43978.363663	S	0.001487
00844384610884	43978.365150	W	0.149016
00844387472000	43978.514167	S	0.358381
00844394352920	43978.872548	W	0.014425
00844394629888	43978.886973	S	0.009571
00844394813644	43978.896544	W	0.005605
00844394921264	43978.902149	S	96.221038
00846242365196	44075.123187	W	0.203479
00846246271992	44075.326666	S	1.285309
00846270949920	44076.611975	W	0.006614
00846271076912	44076.618589	S	219.735264
00850489993988	44296.353854	W	0.004696
00850490084148	44296.358549	S	0.001518
00850490113300	44296.360068	W	3.766749
00850562434872	44300.126816	S	0.011925
00850562663832	44300.138741	W	0.014122
00850562934972	44300.152863	S	1.062173
00850583328692	44301.215036	W	0.014138
00850583600144	44301.229174	S	0.003694
00850583671072	44301.232868	W	0.013512
00850583930504	44301.246380	S	253.892479
00855458666104	44555.138860	W	0.206340
00855462627836	44555.345200	S	1.265220
00855486920060	44556.610420	W	0.006681
00855487048328	44556.617100	S	478.537392
00864674966248	45035.154492	W	0.203452
00864678872528	45035.357944	S	1.251595
00864702903148	45036.609539	W	0.006747
00864703032692	45036.616286	S	478.553523
00873891260336	45515.169809	W	0.203811
00873895173508	45515.373620	S	1.234275
00873918871596	45516.607896	W	0.006834
00873919002812	45516.614730	S	478.570688
00883107560024	45995.185418	W	0.208329
00883111559948	45995.393747	S	1.212576
00883134841408	45996.606323	W	0.006711
00883134970256	45996.613034	S	400.723062
00890828853052	46397.336096	W	0.004742
00890828944104	46397.340839	S	0.001469
00890828972312	46397.342308	W	3.779604
00890901540708	46401.121912	S	0.009478
00890901722680	46401.131390	W	0.014037
00890901992188	46401.145426	S	0.601354
00890913538180	46401.746780	W	0.014327
00890913813264	46401.761108	S	0.422818
00890921931360	46402.183925	W	0.014380
00890922207452	46402.198305	S	0.003712
00890922278720	46402.202017	W	0.013246
00890922533052	46402.215263	S	72.985959
00892323863456	46475.201222	W	0.204319
00892327786384	46475.405541	S	1.199143
00892350809932	46476.604684	W	0.006721
00892350938972	46476.611405	S	353.864327
00899145134044	46830.475731	W	0.005691
00899145243316	46830.481423	S	0.000842
00899145259488	46830.482265	W	0.436983
00899153649560	46830.919248	S	0.840584
00899169788772	46831.759832	W	0.014250
00899170062368	46831.774082	S	0.009325
00899170241408	46831.783407	W	0.005589
00899170348708	46831.788995	S	123.427988
00901540166068	46955.216983	W	0.203852
00901544080036	46955.420835	S	1.172280
00901566587820	46956.593116	W	0.006781
00901566718016	46956.599897	S	478.632589
00910756463728	47435.232486	W	0.205875
00910760416520	47435.438360	S	1.163141
00910782748820	47436.601501	W	0.006715
00910782877752	47436.608216	S	478.639838
00919972762640	47915.248054	W	0.204190
00919976683084	47915.452244	S	1.147692
00919998718772	47916.599936	W	0.006683
00919998847084	47916.606619	S	478.657000
00929189061484	48395.263619	W	0.205652
00929193010000	48395.469271	S	1.129097
00929214688668	48396.598368	W	0.006626
00929214815884	48396.604994	S	101.712786
00931167701384	48498.317780	W	0.004756
00931167792704	48498.322537	S	0.001535
00931167822180	48498.324072	W	3.771462
00931240234256	48502.095534	S	0.001626
00931240265484	48502.097161	W	0.014369
00931240541372	48502.111530	S	1.044148
00931260589004	48503.155677	W	0.014226
00931260862144	48503.169903	S	0.008412
00931261023648	48503.178315	W	0.014211
00931261296492	48503.192526	S	372.086982
00938405366548	48875.279508	W	0.205017
00938409302872	48875.484525	S	1.112169
00938430656520	48876.596694	W	0.006720
00938430785540	48876.603414	S	478.691132
00947621655268	49355.294545	W	0.204090
00947625573796	49355.498635	S	1.096450
00947646625644	49356.595086	W	0.006768
00947646755592	49356.601854	S	478.707702
00956837943476	49835.309556	W	0.207679
00956841930920	49835.517235	S	1.076229
00956862594516	49836.593464	W	0.006815
00956862725372	49836.600280	S	234.054740
00961356576380	50070.655020	W	0.005471
00961356681432	50070.660491	S	0.000784
00961356696480	50070.661275	W	0.258020
00961361650472	50070.919295	S	1.018996
00961381215192	50071.938291	W	0.014440
00961381492436	50071.952731	S	0.021924
00961381913380	50071.974655	W	0.005609
00961382021064	50071.980264	S	243.347924
00966054301200	50315.328188	W	0.203668
00966058211632	50315.531856	S	1.059988
00966078563404	50316.591844	W	0.006716
00966078692360	50316.598560	S	282.701774
00971506566424	50599.300335	W	0.004739
00971506657404	50599.305073	S	0.001643
00971506688940	50599.306716	W	3.763603
00971578950108	50603.070318	S	0.010562
00971579152896	50603.080880	W	0.014311
00971579427664	50603.095191	S	1.039957
00971599394840	50604.135148	W	0.014203
00971599667540	50604.149351	S	0.003713
00971599738832	50604.153064	W	0.013537
00971599998740	50604.166601	S	191.177071
00975270598496	50795.343672	W	0.203346
00975274502748	50795.547018	S	1.043111
00975294530480	50796.590129	W	0.006797
00975294660992	50796.596927	S	478.762028
00984486891936	51275.358955	W	0.203378
00984490796788	51275.562333	S	1.026094
00984510497784	51276.588426	W	0.006729
00984510626980	51276.595155	S	478.779301
00993703189552	51755.374456	W	0.203225
00993707091472	51755.577681	S	1.009169
00993726467516	51756.586850	W	0.006841
00993726598872	51756.593691	S	478.796024
01002919482528	52235.389715	W	0.203236
01002923384660	52235.592951	S	0.992336
01002942437512	52236.585287	W	0.006685
01002942565856	52236.591972	S	367.272956
01009994206616	52603.864928	W	0.053274
01009995229472	52603.918202	S	1.214482
01010018547524	52605.132684	W	0.013708
01010018810724	52605.146392	S	0.013208
01010019064312	52605.159600	W	0.005248
01010019165072	52605.164847	S	6.772006
01010149187588	52611.936854	W	0.005661
01010149296288	52611.942515	S	0.000672
01010149309188	52611.943187	W	0.148611
01010152162524	52612.091798	S	0.014895
01010152448504	52612.106693	W	0.005649
01010152556956	52612.112341	S	4.267719
01010234497156	52616.380060	W	0.212801
01010238582940	52616.592861	S	0.016126
01010238892556	52616.608987	W	0.014269
