Start : 2600947831, 79374.628645sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 47665348876
Time Awake : 13191856372
Sleep : 78.323263% Awake : 21.676737%
Log available 76204 ~ 79373sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
01463135676920	76204.983173	S	0.002021
01463135715728	76204.985194	W	0.001068
01463135736224	76204.986262	S	0.002013
01463135774876	76204.988275	W	0.001003
01463135794140	76204.989278	S	0.001888
01463135830384	76204.991166	W	0.002054
01463135869812	76204.993219	S	0.002022
01463135908644	76204.995242	W	0.001042
01463135928652	76204.996284	S	0.001905
01463135965224	76204.998189	W	0.001833
01463136000424	76205.000022	S	0.002041
01463136039604	76205.002063	W	0.001448
01463136067412	76205.003511	S	0.002817
01463136121496	76205.006328	W	0.001067
01463136141984	76205.007395	S	0.001905
01463136178568	76205.009300	W	0.001738
01463136211944	76205.011039	S	0.002025
01463136250824	76205.013064	W	0.001023
01463136270468	76205.014087	S	0.001886
01463136306684	76205.015973	W	0.002249
01463136349864	76205.018222	S	0.002032
01463136388880	76205.020254	W	0.001053
01463136409104	76205.021308	S	0.001892
01463136445436	76205.023200	W	0.002049
01463136484780	76205.025249	S	0.002026
01463136523676	76205.027275	W	0.000913
01463136541200	76205.028187	S	0.001932
01463136578292	76205.030119	W	0.001790
01463136612660	76205.031909	S	0.002018
01463136651396	76205.033927	W	0.001077
01463136672084	76205.035004	S	0.001895
01463136708472	76205.036900	W	0.002873
01463136763628	76205.039772	S	0.002029
01463136802584	76205.041801	W	0.002933
01463136858888	76205.044734	S	0.002030
01463136897864	76205.046764	W	0.002980
01463136955084	76205.049744	S	0.002112
01463136995632	76205.051856	W	0.001096
01463137016676	76205.052952	S	0.001899
01463137053140	76205.054851	W	0.002724
01463137105440	76205.057575	S	0.002068
01463137145152	76205.059643	W	0.001038
01463137165088	76205.060682	S	0.001877
01463137201124	76205.062559	W	0.002841
01463137255668	76205.065399	S	0.002065
01463137295312	76205.067464	W	0.001026
01463137315020	76205.068491	S	0.001880
01463137351112	76205.070370	W	0.002794
01463137404756	76205.073164	S	0.002038
01463137443880	76205.075202	W	0.002955
01463137500612	76205.078157	S	0.002049
01463137539960	76205.080206	W	0.003167
01463137600764	76205.083373	S	0.002047
01463137640072	76205.085420	W	0.002982
01463137697320	76205.088402	S	0.002041
01463137736508	76205.090443	W	0.001052
01463137756712	76205.091495	S	0.002171
01463137798392	76205.093666	W	0.001943
01463137835704	76205.095610	S	0.002037
01463137874820	76205.097647	W	0.001095
01463137895848	76205.098742	S	0.001915
01463137932620	76205.100657	W	0.002236
01463137975560	76205.102894	S	0.002064
01463138015180	76205.104957	W	0.003327
01463138079056	76205.108284	S	0.002088
01463138119144	76205.110372	W	0.002923
01463138175260	76205.113295	S	0.002048
01463138214580	76205.115343	W	0.002637
01463138265208	76205.117980	S	0.002026
01463138304104	76205.120005	W	0.003334
01463138368112	76205.123339	S	0.002041
01463138407308	76205.125381	W	0.003010
01463138465108	76205.128391	S	0.002030
01463138504076	76205.130421	W	0.001110
01463138525384	76205.131530	S	0.001915
01463138562148	76205.133445	W	0.002159
01463138603608	76205.135605	S	0.002032
01463138642616	76205.137636	W	0.002913
01463138698536	76205.140549	S	0.002034
01463138737588	76205.142583	W	0.002447
01463138784576	76205.145030	S	0.002041
01463138823760	76205.147071	W	0.001056
01463138844028	76205.148126	S	0.001916
01463138880812	76205.150042	W	0.002828
01463138935100	76205.152870	S	0.002097
01463138975372	76205.154967	W	0.002652
01463139026284	76205.157619	S	0.002048
01463139065604	76205.159667	W	0.001063
01463139086004	76205.160729	S	0.002184
01463139127944	76205.162914	W	0.002714
01463139180048	76205.165627	S	0.002054
01463139219492	76205.167682	W	0.001065
01463139239940	76205.168747	S	0.002805
01463139293788	76205.171551	W	0.002769
01463139346944	76205.174320	S	0.002035
01463139386020	76205.176355	W	0.000949
01463139404236	76205.177304	S	0.001902
01463139440752	76205.179206	W	0.001323
01463139466148	76205.180529	S	0.002002
01463139504596	76205.182531	W	0.001145
01463139526576	76205.183676	S	0.001919
01463139563420	76205.185595	W	0.002214
01463139605920	76205.187808	S	0.003405
01463139671288	76205.191213	W	0.002539
01463139720040	76205.193752	S	0.002028
01463139758972	76205.195780	W	0.000948
01463139777168	76205.196728	S	0.002509
01463139825348	76205.199237	W	0.003047
01463139883860	76205.202284	S	0.002759
01463139936832	76205.205043	W	0.002758
01463139989788	76205.207801	S	0.002059
01463140029320	76205.209860	W	0.001097
01463140050376	76205.210957	S	0.002010
01463140088964	76205.212967	W	0.001323
01463140114360	76205.214290	S	0.002004
01463140152836	76205.216294	W	0.001286
01463140177520	76205.217579	S	0.001943
01463140214828	76205.219522	W	0.002605
01463140264852	76205.222128	S	0.002041
01463140304044	76205.224169	W	0.001053
01463140324256	76205.225222	S	0.001875
01463140360256	76205.227097	W	0.001014
01463140379732	76205.228111	S	0.002175
01463140421500	76205.230286	W	0.001421
01463140448784	76205.231708	S	0.002009
01463140487356	76205.233716	W	0.000989
01463140506344	76205.234705	S	0.002968
01463140563328	76205.237673	W	0.002959
01463140620144	76205.240633	S	0.002040
01463140659312	76205.242672	W	0.002468
01463140706704	76205.245141	S	0.002021
01463140745504	76205.247162	W	0.001098
01463140766588	76205.248260	S	0.001912
01463140803292	76205.250171	W	0.002146
01463140844488	76205.252317	S	0.002060
01463140884032	76205.254377	W	0.002952
01463140940708	76205.257329	S	0.002058
01463140980220	76205.259386	W	0.002827
01463141034496	76205.262213	S	0.002046
01463141073788	76205.264260	W	0.001064
01463141094216	76205.265324	S	0.001889
01463141130480	76205.267212	W	0.002643
01463141181228	76205.269856	S	0.002029
01463141220184	76205.271885	W	0.002700
01463141272016	76205.274584	S	0.002059
01463141311556	76205.276644	W	0.001060
01463141331904	76205.277703	S	0.001880
01463141368000	76205.279583	W	0.000998
01463141387164	76205.280581	S	0.002217
01463141429724	76205.282798	W	0.001336
01463141455380	76205.284134	S	0.002016
01463141494088	76205.286150	W	0.002867
01463141549128	76205.289017	S	0.002038
01463141588264	76205.291055	W	0.001009
01463141607636	76205.292064	S	0.001878
01463141643684	76205.293942	W	0.001090
01463141664608	76205.295032	S	0.002430
01463141711256	76205.297461	W	0.001735
01463141744560	76205.299196	S	0.002022
01463141783380	76205.301218	W	0.002918
01463141839408	76205.304136	S	0.002059
01463141878944	76205.306195	W	0.002884
01463141934324	76205.309079	S	0.002053
01463141973736	76205.311132	W	0.001018
01463141993280	76205.312150	S	0.002863
01463142048244	76205.315013	W	0.230950
01463146482488	76205.545963	S	0.002120
01463146523184	76205.548082	W	0.344853
01463153144368	76205.892936	S	0.000664
01463153157124	76205.893600	W	0.000373
01463153164292	76205.893974	S	0.000274
01463153169544	76205.894247	W	0.002381
01463153215260	76205.896628	S	0.000303
01463153221080	76205.896931	W	0.000063
01463153222292	76205.896994	S	0.000926
01463153240068	76205.897920	W	0.000329
01463153246388	76205.898249	S	0.000250
01463153251192	76205.898500	W	0.268971
01463158415428	76206.167470	S	0.000351
01463158422172	76206.167821	W	0.000074
01463158423588	76206.167895	S	0.001555
01463158453452	76206.169451	W	0.000329
01463158459760	76206.169779	S	0.000273
01463158465008	76206.170053	W	0.002260
01463158508392	76206.172312	S	0.000268
01463158513540	76206.172580	W	0.000068
01463158514836	76206.172648	S	0.001065
01463158535288	76206.173713	W	0.071138
01463159901132	76206.244851	S	0.002141
01463159942248	76206.246992	W	0.001104
01463159963436	76206.248096	S	0.002075
01463160003280	76206.250171	W	0.001694
01463160035804	76206.251865	S	0.002057
01463160075300	76206.253922	W	0.003017
01463160133220	76206.256939	S	0.002069
01463160172948	76206.259008	W	0.002793
01463160226572	76206.261801	S	0.002047
01463160265868	76206.263847	W	0.002740
01463160318480	76206.266587	S	0.002047
01463160357784	76206.268635	W	0.002863
01463160412748	76206.271497	S	0.002055
01463160452212	76206.273553	W	0.002742
01463160504860	76206.276295	S	0.002038
01463160543988	76206.278333	W	0.001065
01463160564444	76206.279398	S	0.001900
01463160600924	76206.281298	W	0.084219
01463162217928	76206.365517	S	0.001080
01463162238660	76206.366597	W	0.000339
01463162245176	76206.366936	S	0.000272
01463162250404	76206.367209	W	0.000057
01463162251504	76206.367266	S	0.000446
01463162260064	76206.367712	W	0.002195
01463162302212	76206.369907	S	0.000295
01463162307884	76206.370202	W	0.000097
01463162309756	76206.370300	S	0.001169
01463162332192	76206.371468	W	0.000314
01463162338216	76206.371782	S	0.000250
01463162343024	76206.372033	W	0.068151
01463163651532	76206.440184	S	0.002122
01463163692268	76206.442306	W	0.002941
01463163748732	76206.445246	S	0.002073
01463163788540	76206.447320	W	0.002845
01463163843160	76206.450165	S	0.002038
01463163882296	76206.452203	W	0.002821
01463163936464	76206.455024	S	0.002061
01463163976036	76206.457085	W	0.002990
01463164033452	76206.460076	S	0.002032
01463164072472	76206.462108	W	0.002951
01463164129140	76206.465059	S	0.002152
01463164170464	76206.467212	W	0.002866
01463164225500	76206.470078	S	0.002051
01463164264872	76206.472129	W	0.001068
01463164285372	76206.473196	S	0.001901
01463164321864	76206.475097	W	0.001682
01463164354160	76206.476779	S	0.002026
01463164393060	76206.478805	W	0.001269
01463164417420	76206.480074	S	0.001920
01463164454288	76206.481994	W	0.001369
01463164480576	76206.483363	S	0.001990
01463164518788	76206.485354	W	0.002772
01463164572016	76206.488126	S	0.002043
01463164611232	76206.490168	W	0.002752
01463164664068	76206.492920	S	0.002039
01463164703220	76206.494959	W	0.002790
01463164756780	76206.497749	S	0.002049
01463164796128	76206.499798	W	0.002890
01463164851612	76206.502688	S	0.002039
01463164890768	76206.504727	W	0.002877
01463164946012	76206.507605	S	0.002088
01463164986104	76206.509693	W	0.002420
01463165032560	76206.512113	S	0.002024
01463165071424	76206.514137	W	0.003225
01463165133336	76206.517361	S	0.002060
01463165172884	76206.519421	W	0.002803
01463165226704	76206.522224	S	0.002045
01463165265976	76206.524270	W	0.002744
01463165318656	76206.527013	S	0.002041
01463165357844	76206.529054	W	0.002917
01463165413848	76206.531971	S	0.002035
01463165452920	76206.534006	W	0.002813
01463165506928	76206.536819	S	0.002037
01463165546032	76206.538856	W	0.002753
01463165598888	76206.541609	S	0.002035
01463165637956	76206.543644	W	0.002593
01463165687736	76206.546236	S	0.002041
01463165726916	76206.548277	W	0.001014
01463165746380	76206.549291	S	0.001866
01463165782212	76206.551157	W	0.002736
01463165834752	76206.553893	S	0.002042
01463165873964	76206.555936	W	0.003071
01463165932920	76206.559006	S	0.002064
01463165972544	76206.561070	W	0.001123
01463165994096	76206.562193	S	0.001904
01463166030656	76206.564097	W	0.001778
01463166064788	76206.565874	S	0.002024
01463166103652	76206.567899	W	0.001287
01463166128356	76206.569185	S	0.001944
01463166165672	76206.571129	W	0.001668
01463166197692	76206.572796	S	0.002025
01463166236572	76206.574821	W	0.016648
01463166556208	76206.591469	S	0.002084
01463166596228	76206.593554	W	0.003237
01463166658384	76206.596791	S	0.002065
01463166698024	76206.598855	W	0.007362
01463166839376	76206.606217	S	0.002150
01463166880656	76206.608367	W	0.003007
01463166938384	76206.611374	S	0.002054
01463166977812	76206.613428	W	0.003134
01463167037992	76206.616562	S	0.002054
01463167077424	76206.618616	W	0.002806
01463167131292	76206.621421	S	0.002064
01463167170916	76206.623485	W	0.002754
01463167223792	76206.626239	S	0.002020
01463167262568	76206.628259	W	0.001432
01463167290056	76206.629690	S	0.001918
01463167326888	76206.631609	W	0.001711
01463167359732	76206.633319	S	0.002033
01463167398768	76206.635353	W	0.002783
01463167452200	76206.638135	S	0.002036
01463167491288	76206.640171	W	0.002713
01463167543376	76206.642884	S	0.002023
01463167582220	76206.644907	W	0.002870
01463167637320	76206.647777	S	0.002038
01463167676444	76206.649815	W	0.001319
01463167701764	76206.651134	S	0.001928
01463167738788	76206.653062	W	0.001366
01463167765024	76206.654428	S	0.002000
01463167803420	76206.656428	W	0.002807
01463167857320	76206.659235	S	0.002059
01463167896860	76206.661295	W	0.001087
01463167917728	76206.662382	S	0.001900
01463167954204	76206.664281	W	0.001334
01463167979812	76206.665615	S	0.002005
01463168018300	76206.667620	W	0.000930
01463168036160	76206.668550	S	0.001900
01463168072640	76206.670450	W	0.002882
01463168127980	76206.673332	S	0.002042
01463168167180	76206.675374	W	0.003186
01463168228352	76206.678560	S	0.002049
01463168267688	76206.680609	W	0.002967
01463168324656	76206.683576	S	0.002047
01463168363952	76206.685622	W	0.002769
01463168417108	76206.688391	S	0.002028
01463168456040	76206.690419	W	0.002765
01463168509120	76206.693183	S	0.002044
01463168548360	76206.695227	W	0.002597
01463168598224	76206.697824	S	0.002034
01463168637268	76206.699858	W	0.001095
01463168658288	76206.700953	S	0.001917
01463168695088	76206.702869	W	0.002132
01463168736028	76206.705001	S	0.002036
01463168775120	76206.707038	W	0.002826
01463168829384	76206.709864	S	0.002087
01463168869464	76206.711951	W	0.024052
01463169331256	76206.736003	S	0.002094
01463169371456	76206.738097	W	0.002894
01463169427012	76206.740990	S	0.002053
01463169466428	76206.743043	W	0.002740
01463169519040	76206.745783	S	0.002054
01463169558472	76206.747837	W	0.002796
01463169612148	76206.750633	S	0.002031
01463169651144	76206.752664	W	0.002255
01463169694448	76206.754919	S	0.002014
01463169733108	76206.756933	W	0.001065
01463169753548	76206.757997	S	0.035936
01463170443512	76206.793933	W	0.026528
01463170952856	76206.820461	S	0.178232
01463174374904	76206.998693	W	0.313323
01463180390712	76207.312016	S	0.991099
01463199419820	76208.303116	W	0.068766
01463200740120	76208.371881	S	0.062204
01463201934428	76208.434085	W	0.023181
01463202379500	76208.457266	S	0.589836
01463213704352	76209.047102	W	0.014290
01463213978720	76209.061392	S	0.389941
01463221465592	76209.451333	W	0.015299
01463221759340	76209.466632	S	0.116561
01463223997320	76209.583194	W	0.048155
01463224921892	76209.631349	S	0.711694
01463238586424	76210.343043	W	0.087438
01463240265232	76210.430481	S	0.030445
01463240849768	76210.460925	W	0.015514
01463241147628	76210.476439	S	0.003895
01463241222412	76210.480334	W	0.085937
01463242872400	76210.566271	S	0.032126
01463243489216	76210.598397	W	0.236482
01463248029668	76210.834879	S	0.014119
01463248300760	76210.848998	W	0.091097
01463250049828	76210.940095	S	0.506468
01463259774020	76211.446564	W	0.015103
01463260063996	76211.461666	S	0.008666
01463260230380	76211.470332	W	0.014739
01463260513360	76211.485071	S	0.658034
01463273147604	76212.143104	W	0.120261
01463275456608	76212.263365	S	0.214395
01463279573000	76212.477760	W	0.015248
01463279865760	76212.493008	S	0.930101
01463297723696	76213.423109	W	0.038129
01463298455776	76213.461238	S	0.026151
01463298957872	76213.487389	W	0.014734
01463299240768	76213.502123	S	0.562623
01463310043136	76214.064747	W	0.014618
01463310323792	76214.079364	S	0.389729
01463317806580	76214.469093	W	0.014956
01463318093744	76214.484049	S	0.013728
01463318357324	76214.497777	W	0.014739
01463318640312	76214.512516	S	0.190579
01463322299420	76214.703095	W	0.048120
01463323223332	76214.751215	S	0.755923
01463337737048	76215.507138	W	0.014955
01463338024188	76215.522093	S	0.078229
01463339526180	76215.600322	W	0.086187
01463341180964	76215.686509	S	0.296593
01463346875552	76215.983102	W	0.048182
01463347800648	76216.031284	S	0.485920
01463357130320	76216.517204	W	0.014894
01463357416288	76216.532098	S	0.730993
01463371451344	76217.263091	W	0.151292
01463374356148	76217.414383	S	0.076500
01463375824948	76217.490883	W	0.014740
01463376107956	76217.505623	S	0.020582
01463376503124	76217.526204	W	0.022740
01463376939736	76217.548945	S	0.988960
01463395927764	76218.537904	W	0.053186
01463396948944	76218.591091	S	0.955515
01463415294824	76219.546605	W	0.015123
01463415585176	76219.561728	S	0.261364
01463420603368	76219.823092	W	0.048193
01463421528676	76219.871285	S	0.641161
01463433838964	76220.512446	W	0.013385
01463434095960	76220.525831	S	0.030887
01463434688984	76220.556718	W	0.022907
01463435128804	76220.579625	S	0.523453
01463445179096	76221.103078	W	0.039157
01463445930920	76221.142235	S	0.425973
01463454109600	76221.568208	W	0.015022
01463454398020	76221.583230	S	0.799839
01463469754924	76222.383069	W	0.048119
01463470678804	76222.431188	S	0.147042
01463473502004	76222.578229	W	0.022711
01463473938064	76222.600941	S	0.931765
01463491827948	76223.532706	W	0.014876
01463492113564	76223.547581	S	0.043146
01463492941960	76223.590727	W	0.014577
01463493221832	76223.605304	S	0.058089
01463494337136	76223.663393	W	0.047907
01463495256956	76223.711300	S	0.888382
01463512313884	76224.599681	W	0.014918
01463512600308	76224.614599	S	0.328471
01463518906960	76224.943071	W	0.039124
01463519658144	76224.982195	S	0.627422
01463531704640	76225.609617	W	0.044956
01463532567796	76225.654573	S	0.002196
01463532609964	76225.656769	W	0.001068
01463532630468	76225.657837	S	0.092480
01463534406084	76225.750317	W	0.001122
01463534427632	76225.751439	S	0.481584
01463543674036	76226.233023	W	0.056125
01463544751640	76226.289148	S	0.265957
01463549858020	76226.555105	W	0.013268
01463550112768	76226.568373	S	0.934673
01463568058496	76227.503047	W	0.038108
01463568790168	76227.541155	S	1.251861
01463592825900	76228.793016	W	0.019035
01463593191380	76228.812051	S	0.762380
01463607829072	76229.574431	W	0.014866
01463608114496	76229.589297	S	0.483723
01463617401976	76230.073020	W	0.018862
01463617764120	76230.091881	S	1.251143
01463641786068	76231.343024	W	0.039252
01463642539704	76231.382276	S	1.215554
01463665878340	76232.597830	W	0.020703
01463666275840	76232.618533	S	0.014820
01463666560392	76232.633354	W	0.018697
01463666919384	76232.652051	S	1.260959
01463691129788	76233.913010	W	0.018762
01463691490020	76233.931772	S	1.251229
01463715513616	76235.183001	W	0.038242
01463716247864	76235.221243	S	0.396927
01463723868856	76235.618170	W	0.014873
01463724154420	76235.633043	S	0.839998
01463740282384	76236.473041	W	0.018817
01463740643672	76236.491858	S	1.261139
01463764857548	76237.752997	W	0.019033
01463765222972	76237.772030	S	0.868734
01463781902660	76238.640764	W	0.015005
01463782190760	76238.655769	S	0.377239
01463789433756	76239.033008	W	0.018917
01463789796956	76239.051925	S	1.251046
01463813817040	76240.302971	W	0.038190
01463814550292	76240.341161	S	0.789261
01463829704112	76241.130423	W	10.013729
01464021967708	76251.144151	S	0.678771
01464035000120	76251.822923	W	0.080113
01464036538296	76251.903036	S	0.225472
01464040867356	76252.128508	W	0.001205
01464040890492	76252.129713	S	0.973201
01464059575952	76253.102914	W	0.080260
01464061116948	76253.183174	S	0.563423
01464071934664	76253.746597	W	0.022889
01464072374124	76253.769486	S	0.613456
01464084152472	76254.382941	W	0.080105
01464085690492	76254.463046	S	1.199854
01464108727680	76255.662900	W	0.038138
01464109459924	76255.701038	S	1.072647
01464130054756	76256.773685	W	0.014871
01464130340284	76256.788556	S	0.154355
01464133303896	76256.942911	W	0.038229
01464134037900	76256.981141	S	1.233412
01464157719412	76258.214553	W	0.147533
01464160552048	76258.362086	S	1.140780
01464182455032	76259.502866	W	0.048232
01464183381096	76259.551099	S	0.245891
01464188102212	76259.796990	W	0.014974
01464188389708	76259.811964	S	0.970968
01464207032292	76260.782932	W	0.048090
01464207955624	76260.831022	S	0.644962
01464220338888	76261.475984	W	0.014551
01464220618260	76261.490534	S	0.572344
01464231607264	76262.062878	W	0.039152
01464232358988	76262.102031	S	0.720115
01464246185188	76262.822145	W	0.014957
01464246472368	76262.837102	S	0.505781
01464256183368	76263.342884	W	0.037936
01464256911740	76263.380820	S	1.242034
01464280758784	76264.622853	W	0.048259
01464281685364	76264.671113	S	1.173704
01464304220480	76265.844817	W	0.014584
01464304500488	76265.859400	S	0.043798
01464305341404	76265.903198	W	0.110654
01464307465960	76266.013852	S	0.070035
01464308810636	76266.083887	W	0.060656
01464309975240	76266.144544	S	0.022045
01464310398512	76266.166589	W	0.001024
01464310418164	76266.167613	S	0.040808
01464311201672	76266.208420	W	0.001185
01464311224428	76266.209606	S	0.037222
01464311939092	76266.246828	W	0.000508
01464311948844	76266.247336	S	0.001018
01464311968392	76266.248354	W	0.000041
01464311969172	76266.248394	S	0.023484
01464312420060	76266.271878	W	0.000519
01464312430024	76266.272397	S	0.001381
01464312456544	76266.273778	W	0.000036
01464312457232	76266.273814	S	0.014881
01464312742952	76266.288695	W	0.000601
01464312754500	76266.289297	S	0.054872
01464313808048	76266.344169	W	0.030550
01464314394604	76266.374719	S	0.808163
01464329911324	76267.182881	W	0.039194
01464330663852	76267.222076	S	1.250733
01464354677932	76268.472809	W	0.018950
01464355041772	76268.491759	S	0.374547
01464362233072	76268.866306	W	0.014915
01464362519440	76268.881221	S	0.871603
01464379254212	76269.752824	W	0.019039
01464379619760	76269.771862	S	1.260931
01464403829628	76271.032793	W	0.018988
01464404194192	76271.051781	S	0.835246
01464420230916	76271.887027	W	0.015029
01464420519468	76271.902056	S	0.410777
01464428406384	76272.312832	W	0.018955
01464428770316	76272.331787	S	1.260987
01464452981272	76273.592775	W	0.019122
01464453348420	76273.611897	S	1.260870
01464477557128	76274.872767	W	0.019040
01464477922696	76274.891807	S	0.019761
01464478302108	76274.911568	W	0.014941
01464478588976	76274.926509	S	0.745563
01464492903784	76275.672072	W	0.056876
01464493995796	76275.728948	S	0.423829
01464502133308	76276.152776	W	0.018275
01464502484188	76276.171051	S	1.261700
01464526708828	76277.432751	W	0.019078
01464527075124	76277.451829	S	0.481704
01464536323848	76277.933534	W	0.014986
01464536611580	76277.948520	S	0.764263
01464551285436	76278.712783	W	0.019039
01464551650992	76278.731823	S	1.260920
01464575860660	76279.992743	W	0.019124
01464576227840	76280.011867	S	0.945511
01464594381644	76280.957377	W	0.014954
01464594668764	76280.972331	S	0.300424
01464600436912	76281.272756	W	0.022089
01464600861012	76281.294844	S	1.257891
01464625012512	76282.552735	W	0.018917
01464625375720	76282.571652	S	0.001642
01464625407240	76282.573294	W	0.000967
01464625425800	76282.574260	S	1.258437
01464649587792	76283.832697	W	0.018873
01464649950152	76283.851570	S	0.127360
01464652395464	76283.978930	W	0.014799
01464652679604	76283.993729	S	1.119015
01464674164684	76285.112744	W	0.019096
