Start : 2608182614, 79595.416700sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 42313722644
Time Awake : 10798831748
Sleep : 79.668024% Awake : 20.331976%
Log available 76829 ~ 79594sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
01475119458332	76829.138455	S	1.251878
01475143494384	76830.390332	W	0.045111
01475144360508	76830.435443	S	0.379485
01475151646620	76830.814928	W	0.014961
01475151933876	76830.829889	S	0.830460
01475167878716	76831.660350	W	0.038229
01475168612704	76831.698578	S	1.251728
01475192645884	76832.950306	W	0.018873
01475193008244	76832.969179	S	0.872262
01475209755676	76833.841441	W	0.024032
01475210217096	76833.865474	S	0.354858
01475217030376	76834.220332	W	0.046180
01475217917032	76834.266512	S	1.233770
01475241605416	76835.500282	W	0.047244
01475242512508	76835.547526	S	1.232787
01475266182012	76836.780313	W	0.038159
01475266914664	76836.818472	S	0.051376
01475267901084	76836.869848	W	0.023446
01475268351240	76836.893294	S	1.167007
01475290757784	76838.060301	W	0.055260
01475291818776	76838.115561	S	1.224729
01475315333572	76839.340290	W	0.038216
01475316067320	76839.378506	S	0.518822
01475326028704	76839.897328	W	0.023461
01475326479164	76839.920790	S	0.699493
01475339909432	76840.620283	W	0.037025
01475340620308	76840.657308	S	1.252973
01475364677380	76841.910280	W	0.053969
01475365713588	76841.964249	S	0.963376
01475384210404	76842.927625	W	0.023427
01475384660204	76842.951052	S	0.229263
01475389062052	76843.180315	W	0.047226
01475389968800	76843.227542	S	0.803017
01475405386728	76844.030559	W	0.014622
01475405667468	76844.045181	S	0.005280
01475405768844	76844.050461	W	0.014811
01475406053212	76844.065271	S	0.394994
01475413637100	76844.460266	W	0.038199
01475414370520	76844.498465	S	0.568684
01475425289248	76845.067148	W	0.109153
01475427384984	76845.176301	S	0.082683
01475428972492	76845.258984	W	0.087156
01475430645884	76845.346140	S	0.394118
01475438212944	76845.740258	W	0.047224
01475439119636	76845.787481	S	0.169429
01475442372668	76845.956910	W	0.022464
01475442803980	76845.979374	S	1.040890
01475462789076	76847.020264	W	0.038169
01475463521924	76847.058434	S	1.251804
01475487556552	76848.310237	W	0.018947
01475487920340	76848.329184	S	0.653602
01475500469504	76848.982787	W	0.014786
01475500753400	76848.997573	S	0.582689
01475511941028	76849.580262	W	0.047218
01475512847604	76849.627479	S	0.460534
01475521689848	76850.088013	W	0.236887
01475526238072	76850.324900	S	0.014082
01475526508452	76850.338982	W	0.063575
01475527729092	76850.402557	S	0.078820
01475529242432	76850.481377	W	0.088942
01475530950112	76850.570318	S	0.289913
01475536516440	76850.860231	W	0.047270
01475537424024	76850.907501	S	1.101501
01475558572848	76852.009002	W	0.015034
01475558861492	76852.024036	S	0.126211
01475561284740	76852.150247	W	0.019858
01475561666020	76852.170105	S	1.250124
01475585668408	76853.420230	W	0.047266
01475586575912	76853.467495	S	1.242739
01475610436492	76854.710234	W	0.018890
01475610799180	76854.729124	S	0.309141
01475616734684	76855.038265	W	0.014926
01475617021260	76855.053191	S	0.241024
01475621648912	76855.294214	W	0.085980
01475623299720	76855.380194	S	0.338935
01475629807280	76855.719129	W	0.115248
01475632020040	76855.834377	S	0.155865
01475635012648	76855.990242	W	0.018749
01475635372632	76856.008991	S	1.251240
01475659396432	76857.260231	W	0.038059
01475660127160	76857.298290	S	0.768375
01475674879964	76858.066665	W	0.014795
01475675164036	76858.081460	S	0.468761
01475684164240	76858.550221	W	0.018883
01475684526792	76858.569104	S	1.251108
01475708548064	76859.820212	W	0.037175
01475709261828	76859.857387	S	1.232057
01475732917328	76861.089444	W	0.047917
01475733837328	76861.137361	S	1.242849
01475757700032	76862.380210	W	0.037193
01475758414128	76862.417402	S	1.242808
01475782276048	76863.660211	W	0.046213
01475783163340	76863.706424	S	0.404797
01475790935436	76864.111221	W	0.014897
01475791221464	76864.126118	S	0.814082
01475806851836	76864.940200	W	0.047221
01475807758472	76864.987420	S	1.232744
01475831427152	76866.220164	W	0.047223
01475832333824	76866.267387	S	0.870252
01475849042660	76867.137639	W	0.015015
01475849330952	76867.152654	S	0.357522
01475856195372	76867.510176	W	0.019861
01475856576696	76867.530036	S	1.250160
01475880579776	76868.780197	W	0.047210
01475881486204	76868.827406	S	1.232782
