Start : 2629936417, 80259.290091sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 28224590856
Time Awake : 8094265260
Sleep : 77.713325% Awake : 22.286675%
Log available 78367 ~ 80258sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
01504659525372	78367.683613	S	1.261006
01504683736680	78368.944619	W	0.018948
01504684100488	78368.963567	S	0.145208
01504686888480	78369.108775	W	0.014687
01504687170476	78369.123462	S	0.745146
01504701477272	78369.868608	W	0.014809
01504701761600	78369.883417	S	0.341210
01504708312824	78370.224626	W	0.018464
01504708667324	78370.243090	S	1.251535
01504732696804	78371.494625	W	0.037120
01504733409516	78371.531746	S	0.599344
01504744916928	78372.131090	W	0.015201
01504745208788	78372.146291	S	0.638344
01504757465000	78372.784635	W	0.018838
01504757826692	78372.803474	S	0.371388
01504764957344	78373.174862	W	0.014565
01504765236984	78373.189426	S	0.859858
01504781746248	78374.049284	W	0.063881
01504782972764	78374.113165	S	1.044939
01504803035588	78375.158104	W	0.014911
01504803321876	78375.173014	S	0.171509
01504806614848	78375.344523	W	0.018953
01504806978744	78375.363476	S	1.189243
01504829812212	78376.552719	W	0.013928
01504830079628	78376.566647	S	0.048306
01504831007096	78376.614953	W	0.036899
01504831715560	78376.651852	S	0.003510
01504831782956	78376.655362	W	0.014522
01504832061776	78376.669884	S	0.087440
01504833740632	78376.757325	W	0.014457
01504834018208	78376.771782	S	1.009544
01504853401452	78377.781326	W	0.020429
01504853793680	78377.801754	S	0.092807
01504855575572	78377.894561	W	0.037316
01504856292048	78377.931877	S	0.247878
01504861051312	78378.179756	W	0.024134
01504861514684	78378.203890	S	0.908621
01504878960200	78379.112510	W	0.014072
01504879230380	78379.126582	S	0.058367
01504880351020	78379.184949	W	0.018571
01504880707592	78379.203520	S	0.420959
01504888790004	78379.624479	W	0.022566
01504889223268	78379.647045	S	0.182270
01504892722848	78379.829315	W	0.014389
01504892999116	78379.843704	S	0.620906
01504904920516	78380.464610	W	0.018853
01504905282492	78380.483463	S	0.062620
01504906484792	78380.546083	W	0.014254
01504906758468	78380.560337	S	0.644649
01504919135732	78381.204986	W	0.014965
01504919423052	78381.219951	S	0.524647
01504929496280	78381.744598	W	0.018714
01504929855588	78381.763312	S	1.251261
01504953879808	78383.014573	W	0.047274
01504954787460	78383.061847	S	1.165266
01504977160564	78384.227113	W	0.021916
01504977581352	78384.249029	S	0.055886
01504978654364	78384.304915	W	0.018508
01504979009720	78384.323423	S	1.261136
01505003223524	78385.584559	W	0.019017
01505003588648	78385.603575	S	0.676993
01505016586908	78386.280568	W	0.014581
01505016866864	78386.295149	S	0.569466
01505027800608	78386.864615	W	0.018680
01505028159256	78386.883295	S	0.369456
01505035252816	78387.252751	W	0.023581
01505035705576	78387.276332	S	0.540210
01505046077600	78387.816542	W	0.014885
01505046363400	78387.831427	S	0.088024
01505048053468	78387.919451	W	0.014532
01505048332488	78387.933984	S	0.210595
01505052375904	78388.144578	W	0.018981
01505052740336	78388.163559	S	0.576154
01505063802496	78388.739713	W	0.014592
01505064082660	78388.754305	S	0.670259
01505076951632	78389.424564	W	0.018903
01505077314572	78389.443467	S	0.833505
01505093317864	78390.276972	W	0.023088
01505093761148	78390.300060	S	0.404496
01505101527468	78390.704556	W	0.018913
01505101890600	78390.723469	S	0.882255
01505118829904	78391.605724	W	0.016417
01505119145112	78391.622141	S	0.362417
01505126103516	78391.984558	W	0.045069
01505126968840	78392.029627	S	0.088300
01505128664200	78392.117927	W	0.017388
01505128998052	78392.135315	S	0.395724
01505136595948	78392.531039	W	0.014485
01505136874064	78392.545524	S	0.709023
01505150487300	78393.254547	W	0.038302
01505151222692	78393.292849	S	0.009396
01505151403096	78393.302245	W	0.022117
01505151827748	78393.324362	S	0.226566
01505156177824	78393.550928	W	0.014431
