Start : 868340231, 26499.640843sec

Sleep Statics
===== Client : 0 - WCN =====
Time Sleep : 473161993736
Time Awake : 34907190644
Sleep : 93.129441% Awake : 6.870559%
Log available 18 ~ 26480sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - WCN =====
00000350407776	00018.250405	S	0.664555
00000363167236	00018.914960	W	15.156883
00000654179392	00034.071843	S	0.652126
00000666700220	00034.723970	W	0.055577
00000667767300	00034.779547	S	0.309989
00000673719088	00035.089536	W	0.015435
00000674015432	00035.104970	S	11.114714
00000887417944	00046.219685	W	1.688970
00000919846168	00047.908655	S	20.238545
00001308426232	00068.147200	W	0.015450
00001308722872	00068.162650	S	11.117652
00001522181784	00079.280301	W	0.013657
00001522444008	00079.293959	S	61.426970
00002701841824	00140.720928	W	0.013743
00002702105696	00140.734672	S	61.438932
00003881733188	00202.173604	W	0.013778
00003881997720	00202.187381	S	61.426287
00005061382424	00263.613668	W	0.013735
00005061646136	00263.627403	S	61.426572
00006241036312	00325.053975	W	0.013769
00006241300680	00325.067744	S	31.485968
00006845831268	00356.553712	W	0.114077
00006848021548	00356.667789	S	0.317550
00006854118512	00356.985339	W	0.015699
00006854419924	00357.001038	S	8.302079
00007013819848	00365.303117	W	1.681532
00007046105268	00366.984649	S	4.611692
00007134649756	00371.596341	W	3.485783
00007201576784	00375.082124	S	2.799274
00007255322852	00377.881399	W	3.487182
00007322276756	00381.368581	S	2.804390
00007376121052	00384.172971	W	3.487467
00007443080424	00387.660439	S	2.815438
00007497136840	00390.475877	W	3.486757
00007564082568	00393.962634	S	2.799849
00007617839668	00396.762483	W	3.487022
00007684790488	00400.249505	S	2.811387
00007738769112	00403.060891	W	3.485913
00007805698644	00406.546804	S	2.808060
00007859613404	00409.354865	W	3.486590
00007926555932	00412.841455	S	2.794844
00007980216940	00415.636299	W	3.486723
00008047162028	00419.123022	S	4.787125
00008139074828	00423.910147	W	3.467066
00008205642496	00427.377213	S	4.718920
00008296245752	00432.096133	W	3.486936
00008363194924	00435.583069	S	2.805504
00008417060592	00438.388573	W	3.487179
00008484014424	00441.875751	S	2.777905
00008537350192	00444.653656	W	3.486032
00008604282004	00448.139688	S	2.789856
00008657847240	00450.929544	W	3.485638
00008724771496	00454.415182	S	2.783375
00008778212296	00457.198557	W	3.486367
00008845150540	00460.684924	S	2.800191
00008898914208	00463.485115	W	3.487070
00008965865944	00466.972185	S	2.800922
00009019643640	00469.773106	W	3.486848
00009086591116	00473.259954	S	2.795039
00009140255864	00476.054993	W	3.487166
00009207209448	00479.542159	S	2.803309
00009261032976	00482.345467	W	3.486714
00009327977880	00485.832181	S	2.793282
00009381608892	00488.625463	W	3.486955
00009448558420	00492.112418	S	2.741976
00009501204368	00494.854394	W	3.486993
00009568154632	00498.341387	S	2.548231
00009617080660	00500.889618	W	3.486981
00009684030692	00504.376599	S	2.778963
00009737386772	00507.155561	W	3.487170
00009804340436	00510.642731	S	2.821858
00009858520108	00513.464589	W	3.486471
00009925460348	00516.951060	S	2.796850
00009979159876	00519.747910	W	3.486373
00010046098240	00523.234283	S	2.807144
00010099995400	00526.041427	W	3.486607
00010166938256	00529.528034	S	2.800571
00010220709224	00532.328605	W	3.486059
00010287641548	00535.814664	S	2.807709
00010341549560	00538.622373	W	3.486403
00010408488492	00542.108776	S	2.563795
00010457713360	00544.672571	W	3.486395
00010524652152	00548.158966	S	2.785402
