Start : 973672291, 29714.120232sec

Sleep Statics
===== Client : 0 - WCN =====
Time Sleep : 567107337128
Time Awake : 2605322548
Sleep : 99.542695% Awake : 0.457305%
Log available 18 ~ 29690sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - WCN =====
00000348560440	00018.154190	S	0.154124
00000351519616	00018.308313	W	15.145578
00000642314716	00033.453891	S	0.458562
00000651119104	00033.912453	W	0.015351
00000651413852	00033.927805	S	0.042602
00000652231804	00033.970406	W	0.015410
00000652527680	00033.985817	S	1.924696
00000689481840	00035.910513	W	0.047059
00000690385364	00035.957571	S	0.046917
00000691286164	00036.004488	W	0.030144
00000691864928	00036.034632	S	0.323388
00000698073984	00036.358020	W	0.015346
00000698368632	00036.373366	S	4.940601
00000793228180	00041.313968	W	0.015439
00000793524616	00041.329407	S	6.243951
00000913408476	00047.573358	W	0.015535
00000913706744	00047.588893	S	0.676870
00000926702656	00048.265763	W	1.686750
00000959088248	00049.952513	S	0.359992
00000966000104	00050.312505	W	0.015489
00000966297496	00050.327995	S	28.999830
00001523094228	00079.327824	W	0.013350
00001523350552	00079.341175	S	61.429739
00002702801540	00140.770914	W	0.013794
00002703066376	00140.784707	S	61.423723
00003882401856	00202.208430	W	0.013266
00003882656556	00202.221696	S	61.480902
00005063089868	00263.702597	W	0.014182
00005063362160	00263.716779	S	61.372767
00006241719288	00325.089546	W	0.013625
00006241980884	00325.103171	S	61.427666
00007421392072	00386.530837	W	0.013676
00007421654656	00386.544513	S	61.430731
00008601124684	00447.975244	W	0.013894
00008601391448	00447.989138	S	61.421895
00009780691832	00509.411033	W	0.013837
00009780957500	00509.424870	S	61.446467
00010960729660	00570.871336	W	0.014920
00010961016128	00570.886257	S	61.416273
00012140208564	00632.302529	W	0.013686
00012140471336	00632.316215	S	61.431469
00013319955536	00693.747684	W	0.014710
00013320237972	00693.762394	S	61.481869
00014500689856	00755.244263	W	0.013940
00014500957512	00755.258204	S	61.351716
